Occupation Type,ANZSCO Code,Sub-Profile Code,ANZSCO Title,Core Competency,Score,Proficiency Level,Anchor Value,Core Competency ID
ANZSCO 6,442215,,Retail Loss Prevention Officer,Digital engagement,7,Intermediate,Write software for keeping track of items in an inventory,102
ANZSCO 6,442215,,Retail Loss Prevention Officer,Teamwork,7,Intermediate,"Share knowledge, experience, information and resources with others as an integral part of work relationships",103
ANZSCO 6,442215,,Retail Loss Prevention Officer,Writing,6,Intermediate,Write a memo to staff outlining new directives,104
ANZSCO 6,442215,,Retail Loss Prevention Officer,Reading,6,Intermediate,Read a memo from management describing new personnel policies,105
ANZSCO 6,442215,,Retail Loss Prevention Officer,Learning,5,Intermediate,"Learn a new filing system that groups documents by type, security classification, subject and date",106
ANZSCO 6,442215,,Retail Loss Prevention Officer,Problem solving,5,Intermediate,Find evidence to support a history essay in a rare document,107
ANZSCO 6,442215,,Retail Loss Prevention Officer,Oral communication,6,Intermediate,Give instructions to a lost driver,108
ANZSCO 6,442216,,Security Consultant,Planning and organising,9,High,Prioritise and plan multiple complex tasks several months ahead,109
ANZSCO 6,442216,,Security Consultant,Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey,101
ANZSCO 6,442216,,Security Consultant,Digital engagement,6,Intermediate,"Use software on a portable device to document a building inspection by recording measurements, checking compliance and uploading photos",102
ANZSCO 6,442216,,Security Consultant,Teamwork,6,Intermediate,Initiate team problem solving sessions,103
ANZSCO 6,442216,,Security Consultant,Writing,6,Intermediate,Write a memo to staff outlining new directives,104
ANZSCO 6,442216,,Security Consultant,Reading,7,Intermediate,Read a book on leading and managing change in a diverse and evolving workplace.,105
ANZSCO 6,442216,,Security Consultant,Learning,6,Intermediate,Determine the impact of new menu changes on a restaurant's purchasing requirements,106
ANZSCO 6,442216,,Security Consultant,Problem solving,6,Intermediate,Redesign a floor layout to take advantage of new manufacturing techniques,107
ANZSCO 6,442216,,Security Consultant,Oral communication,6,Intermediate,Give instructions to a lost driver,108
ANZSCO 6,442216,,Security Consultant,Initiative and innovation,7,Intermediate,Coordinate sales campaigns,110
ANZSCO 6,442217,,Security Officer,Numeracy,2,Basic,Check the weight and length of a product against a job ticket,101
ANZSCO 6,442217,,Security Officer,Digital engagement,4,Intermediate,"Recognise different ways to connect to the internet (e.g. Bluetooth, Wi-Fi, hotspot)",102
ANZSCO 6,442217,,Security Officer,Teamwork,5,Intermediate,"Recognise and avoid inappropriate behaviours, such as use of discriminatory language, that undermine effective group interaction",103
ANZSCO 6,442217,,Security Officer,Writing,5,Intermediate,Prepare a standard operating procedures document,104
ANZSCO 6,442217,,Security Officer,Reading,5,Intermediate,Read and interpret instructions and technical drawings in an equipment instruction manual,105
ANZSCO 6,442217,,Security Officer,Learning,5,Intermediate,"Learn a new filing system that groups documents by type, security classification, subject and date",106
ANZSCO 6,442217,,Security Officer,Problem solving,4,Intermediate,Break a complex problem into manageable parts and follow a plan of action,107
ANZSCO 6,442217,,Security Officer,Oral communication,5,Intermediate,Answer a customer’s questions about which product would work best for them,108
ANZSCO 6,442217,,Security Officer,Planning and organising,7,Intermediate,"Write a research report that presents recommendations after developing a project methodology, planning the research and developing a timeline",109
ANZSCO 6,442217,,Security Officer,Initiative and innovation,5,Intermediate,Confer with co-workers to coordinate work activities,110
ANZSCO 6,451111,,Beauty Therapist,Numeracy,2,Basic,Check the weight and length of a product against a job ticket,101
ANZSCO 6,451111,,Beauty Therapist,Digital engagement,2,Basic,Send a short and simple reply to an email communication using a digital device,102
ANZSCO 6,451111,,Beauty Therapist,Teamwork,9,High,"Work with a range of subject matter experts, with diverse perspectives, to achieve a challenging goal.",103
ANZSCO 6,451111,,Beauty Therapist,Writing,5,Intermediate,Prepare a standard operating procedures document,104
ANZSCO 6,451111,,Beauty Therapist,Reading,5,Intermediate,Read and interpret instructions and technical drawings in an equipment instruction manual,105
ANZSCO 6,451111,,Beauty Therapist,Learning,5,Intermediate,"Learn a new filing system that groups documents by type, security classification, subject and date",106
ANZSCO 6,451111,,Beauty Therapist,Problem solving,5,Intermediate,Find evidence to support a history essay in a rare document,107
ANZSCO 6,451111,,Beauty Therapist,Oral communication,5,Intermediate,Answer a customer’s questions about which product would work best for them,108
ANZSCO 6,451111,,Beauty Therapist,Planning and organising,6,Intermediate,Plan and organise your own activities as requirements change,109
ANZSCO 6,451111,,Beauty Therapist,Initiative and innovation,7,Intermediate,Coordinate sales campaigns,110
ANZSCO 6,451211,,Driving Instructor,Numeracy,3,Basic,Count the amount of change to be given to a customer,101
ANZSCO 6,451211,,Driving Instructor,Initiative and innovation,8,High,Negotiate a price and sales terms then prepare a contract for a house,110
ANZSCO 6,451211,,Driving Instructor,Digital engagement,4,Intermediate,"Recognise different ways to connect to the internet (e.g. Bluetooth, Wi-Fi, hotspot)",102
ANZSCO 6,451211,,Driving Instructor,Teamwork,6,Intermediate,Initiate team problem solving sessions,103
ANZSCO 6,451211,,Driving Instructor,Writing,6,Intermediate,Write a memo to staff outlining new directives,104
ANZSCO 6,451211,,Driving Instructor,Reading,6,Intermediate,Read a memo from management describing new personnel policies,105
ANZSCO 6,451211,,Driving Instructor,Learning,5,Intermediate,"Learn a new filing system that groups documents by type, security classification, subject and date",106
ANZSCO 6,451211,,Driving Instructor,Problem solving,5,Intermediate,Find evidence to support a history essay in a rare document,107
ANZSCO 6,451211,,Driving Instructor,Oral communication,6,Intermediate,Give instructions to a lost driver,108
ANZSCO 6,451211,,Driving Instructor,Planning and organising,7,Intermediate,"Write a research report that presents recommendations after developing a project methodology, planning the research and developing a timeline",109
ANZSCO 6,451612,,Travel Consultant,Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey,101
ANZSCO 6,451612,,Travel Consultant,Digital engagement,6,Intermediate,"Use software on a portable device to document a building inspection by recording measurements, checking compliance and uploading photos",102
ANZSCO 6,451612,,Travel Consultant,Teamwork,4,Intermediate,Cultivate a small informal network of people who may be able to advise on a project from a diverse range of perspectives.,103
ANZSCO 6,451612,,Travel Consultant,Writing,5,Intermediate,Prepare a standard operating procedures document,104
ANZSCO 6,451612,,Travel Consultant,Reading,6,Intermediate,Read a memo from management describing new personnel policies,105
ANZSCO 6,451612,,Travel Consultant,Learning,5,Intermediate,"Learn a new filing system that groups documents by type, security classification, subject and date",106
ANZSCO 6,451612,,Travel Consultant,Problem solving,5,Intermediate,Find evidence to support a history essay in a rare document,107
ANZSCO 6,451612,,Travel Consultant,Oral communication,6,Intermediate,Give instructions to a lost driver,108
ANZSCO 6,451612,,Travel Consultant,Planning and organising,7,Intermediate,"Write a research report that presents recommendations after developing a project methodology, planning the research and developing a timeline",109
ANZSCO 6,451612,,Travel Consultant,Initiative and innovation,5,Intermediate,Confer with co-workers to coordinate work activities,110
ANZSCO 6,451711,,Flight Attendant,Teamwork,8,High,Engage with clients from a range of backgrounds and identify options to help them meet their needs,103
ANZSCO 6,451711,,Flight Attendant,Numeracy,4,Intermediate,Use a blood pressure machine and accurately record the results,101
ANZSCO 6,451711,,Flight Attendant,Digital engagement,5,Intermediate,Build and maintain an effective online profile for career management,102
ANZSCO 6,451711,,Flight Attendant,Writing,5,Intermediate,Prepare a standard operating procedures document,104
ANZSCO 6,451711,,Flight Attendant,Reading,6,Intermediate,Read a memo from management describing new personnel policies,105
ANZSCO 6,451711,,Flight Attendant,Learning,5,Intermediate,"Learn a new filing system that groups documents by type, security classification, subject and date",106
ANZSCO 6,451711,,Flight Attendant,Problem solving,5,Intermediate,Find evidence to support a history essay in a rare document,107
ANZSCO 6,451711,,Flight Attendant,Oral communication,6,Intermediate,Give instructions to a lost driver,108
ANZSCO 6,451711,,Flight Attendant,Planning and organising,5,Intermediate,Use an organisational file sharing and storage system,109
ANZSCO 6,451711,,Flight Attendant,Initiative and innovation,7,Intermediate,Coordinate sales campaigns,110
ANZSCO 6,452111,,Fitness Instructor,Numeracy,2,Basic,Check the weight and length of a product against a job ticket,101
ANZSCO 6,452111,,Fitness Instructor,Teamwork,8,High,Engage with clients from a range of backgrounds and identify options to help them meet their needs,103
ANZSCO 6,452111,,Fitness Instructor,Initiative and innovation,8,High,Negotiate a price and sales terms then prepare a contract for a house,110
ANZSCO 6,452111,,Fitness Instructor,Digital engagement,4,Intermediate,"Recognise different ways to connect to the internet (e.g. Bluetooth, Wi-Fi, hotspot)",102
ANZSCO 6,452111,,Fitness Instructor,Writing,5,Intermediate,Prepare a standard operating procedures document,104
ANZSCO 6,452111,,Fitness Instructor,Reading,5,Intermediate,Read and interpret instructions and technical drawings in an equipment instruction manual,105
ANZSCO 6,452111,,Fitness Instructor,Learning,5,Intermediate,"Learn a new filing system that groups documents by type, security classification, subject and date",106
ANZSCO 6,452111,,Fitness Instructor,Problem solving,5,Intermediate,Find evidence to support a history essay in a rare document,107
ANZSCO 6,452111,,Fitness Instructor,Oral communication,6,Intermediate,Give instructions to a lost driver,108
ANZSCO 6,452111,,Fitness Instructor,Planning and organising,7,Intermediate,"Write a research report that presents recommendations after developing a project methodology, planning the research and developing a timeline",109
ANZSCO 6,452211,,Bungy Jump Master,Initiative and innovation,8,High,Negotiate a price and sales terms then prepare a contract for a house,110
ANZSCO 6,452211,,Bungy Jump Master,Planning and organising,8,High,"Develop a program of multiple live musical performances, special events and sports carnivals throughout the year at a sports club venue and coordinate volunteers, staff and contractors to deliver the events",109
ANZSCO 6,452211,,Bungy Jump Master,Digital engagement,5,Intermediate,Build and maintain an effective online profile for career management,102
ANZSCO 6,452211,,Bungy Jump Master,Learning,5,Intermediate,"Learn a new filing system that groups documents by type, security classification, subject and date",106
ANZSCO 6,452211,,Bungy Jump Master,Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey,101
ANZSCO 6,452211,,Bungy Jump Master,Oral communication,6,Intermediate,Give instructions to a lost driver,108
ANZSCO 6,452211,,Bungy Jump Master,Problem solving,5,Intermediate,Find evidence to support a history essay in a rare document,107
ANZSCO 6,452211,,Bungy Jump Master,Reading,6,Intermediate,Read a memo from management describing new personnel policies,105
ANZSCO 6,452211,,Bungy Jump Master,Teamwork,7,Intermediate,"Share knowledge, experience, information and resources with others as an integral part of work relationships",103
ANZSCO 6,452211,,Bungy Jump Master,Writing,5,Intermediate,Prepare a standard operating procedures document,104
ANZSCO 6,452212,,Fishing Guide,Initiative and innovation,8,High,Negotiate a price and sales terms then prepare a contract for a house,110
ANZSCO 6,452212,,Fishing Guide,Planning and organising,8,High,"Develop a program of multiple live musical performances, special events and sports carnivals throughout the year at a sports club venue and coordinate volunteers, staff and contractors to deliver the events",109
ANZSCO 6,452212,,Fishing Guide,Digital engagement,5,Intermediate,Build and maintain an effective online profile for career management,102
ANZSCO 6,452212,,Fishing Guide,Learning,5,Intermediate,"Learn a new filing system that groups documents by type, security classification, subject and date",106
ANZSCO 6,452212,,Fishing Guide,Numeracy,4,Intermediate,Use a blood pressure machine and accurately record the results,101
ANZSCO 6,452212,,Fishing Guide,Oral communication,6,Intermediate,Give instructions to a lost driver,108
ANZSCO 6,452212,,Fishing Guide,Problem solving,5,Intermediate,Find evidence to support a history essay in a rare document,107
ANZSCO 6,452212,,Fishing Guide,Reading,6,Intermediate,Read a memo from management describing new personnel policies,105
ANZSCO 6,452212,,Fishing Guide,Teamwork,7,Intermediate,"Share knowledge, experience, information and resources with others as an integral part of work relationships",103
ANZSCO 6,452212,,Fishing Guide,Writing,5,Intermediate,Prepare a standard operating procedures document,104
ANZSCO 6,452213,,Hunting Guide,Numeracy,3,Basic,Count the amount of change to be given to a customer,101
ANZSCO 6,452213,,Hunting Guide,Initiative and innovation,8,High,Negotiate a price and sales terms then prepare a contract for a house,110
ANZSCO 6,452213,,Hunting Guide,Planning and organising,8,High,"Develop a program of multiple live musical performances, special events and sports carnivals throughout the year at a sports club venue and coordinate volunteers, staff and contractors to deliver the events",109
ANZSCO 6,452213,,Hunting Guide,Digital engagement,5,Intermediate,Build and maintain an effective online profile for career management,102
ANZSCO 6,452213,,Hunting Guide,Learning,5,Intermediate,"Learn a new filing system that groups documents by type, security classification, subject and date",106
ANZSCO 6,452213,,Hunting Guide,Oral communication,6,Intermediate,Give instructions to a lost driver,108
ANZSCO 6,452213,,Hunting Guide,Problem solving,5,Intermediate,Find evidence to support a history essay in a rare document,107
ANZSCO 6,452213,,Hunting Guide,Reading,6,Intermediate,Read a memo from management describing new personnel policies,105
ANZSCO 6,452213,,Hunting Guide,Teamwork,7,Intermediate,"Share knowledge, experience, information and resources with others as an integral part of work relationships",103
ANZSCO 6,452213,,Hunting Guide,Writing,5,Intermediate,Prepare a standard operating procedures document,104
ANZSCO 6,452214,,Mountain or Glacier Guide,Initiative and innovation,8,High,Negotiate a price and sales terms then prepare a contract for a house,110
ANZSCO 6,452214,,Mountain or Glacier Guide,Planning and organising,8,High,"Develop a program of multiple live musical performances, special events and sports carnivals throughout the year at a sports club venue and coordinate volunteers, staff and contractors to deliver the events",109
ANZSCO 6,452214,,Mountain or Glacier Guide,Digital engagement,5,Intermediate,Build and maintain an effective online profile for career management,102
ANZSCO 6,452214,,Mountain or Glacier Guide,Learning,5,Intermediate,"Learn a new filing system that groups documents by type, security classification, subject and date",106
ANZSCO 6,452214,,Mountain or Glacier Guide,Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey,101
ANZSCO 6,452214,,Mountain or Glacier Guide,Oral communication,7,Intermediate,Participate in a work meeting and ask appropriate follow up questions,108
ANZSCO 6,452214,,Mountain or Glacier Guide,Problem solving,5,Intermediate,Find evidence to support a history essay in a rare document,107
ANZSCO 6,452214,,Mountain or Glacier Guide,Reading,5,Intermediate,Read and interpret instructions and technical drawings in an equipment instruction manual,105
ANZSCO 6,452214,,Mountain or Glacier Guide,Teamwork,7,Intermediate,"Share knowledge, experience, information and resources with others as an integral part of work relationships",103
ANZSCO 6,452214,,Mountain or Glacier Guide,Writing,5,Intermediate,Prepare a standard operating procedures document,104
ANZSCO 6,452215,,Outdoor Adventure Instructor,Initiative and innovation,8,High,Negotiate a price and sales terms then prepare a contract for a house,110
ANZSCO 6,452215,,Outdoor Adventure Instructor,Planning and organising,8,High,"Develop a program of multiple live musical performances, special events and sports carnivals throughout the year at a sports club venue and coordinate volunteers, staff and contractors to deliver the events",109
ANZSCO 6,452215,,Outdoor Adventure Instructor,Digital engagement,5,Intermediate,Build and maintain an effective online profile for career management,102
ANZSCO 6,452215,,Outdoor Adventure Instructor,Learning,5,Intermediate,"Learn a new filing system that groups documents by type, security classification, subject and date",106
ANZSCO 6,452215,,Outdoor Adventure Instructor,Numeracy,4,Intermediate,Use a blood pressure machine and accurately record the results,101
ANZSCO 6,452215,,Outdoor Adventure Instructor,Oral communication,6,Intermediate,Give instructions to a lost driver,108
ANZSCO 6,452215,,Outdoor Adventure Instructor,Problem solving,5,Intermediate,Find evidence to support a history essay in a rare document,107
ANZSCO 6,452215,,Outdoor Adventure Instructor,Reading,6,Intermediate,Read a memo from management describing new personnel policies,105
ANZSCO 6,452215,,Outdoor Adventure Instructor,Teamwork,7,Intermediate,"Share knowledge, experience, information and resources with others as an integral part of work relationships",103
ANZSCO 6,452215,,Outdoor Adventure Instructor,Writing,5,Intermediate,Prepare a standard operating procedures document,104
ANZSCO 6,452216,,Trekking Guide,Planning and organising,8,High,"Develop a program of multiple live musical performances, special events and sports carnivals throughout the year at a sports club venue and coordinate volunteers, staff and contractors to deliver the events",109
ANZSCO 6,452216,,Trekking Guide,Digital engagement,4,Intermediate,"Recognise different ways to connect to the internet (e.g. Bluetooth, Wi-Fi, hotspot)",102
ANZSCO 6,452216,,Trekking Guide,Initiative and innovation,7,Intermediate,Coordinate sales campaigns,110
ANZSCO 6,452216,,Trekking Guide,Learning,5,Intermediate,"Learn a new filing system that groups documents by type, security classification, subject and date",106
ANZSCO 6,452216,,Trekking Guide,Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey,101
ANZSCO 6,452216,,Trekking Guide,Oral communication,6,Intermediate,Give instructions to a lost driver,108
ANZSCO 6,452216,,Trekking Guide,Problem solving,5,Intermediate,Find evidence to support a history essay in a rare document,107
ANZSCO 6,452216,,Trekking Guide,Reading,6,Intermediate,Read a memo from management describing new personnel policies,105
ANZSCO 6,452216,,Trekking Guide,Teamwork,7,Intermediate,"Share knowledge, experience, information and resources with others as an integral part of work relationships",103
ANZSCO 6,452216,,Trekking Guide,Writing,5,Intermediate,Prepare a standard operating procedures document,104
ANZSCO 6,452217,,Whitewater Rafting Guide,Planning and organising,8,High,"Develop a program of multiple live musical performances, special events and sports carnivals throughout the year at a sports club venue and coordinate volunteers, staff and contractors to deliver the events",109
ANZSCO 6,452217,,Whitewater Rafting Guide,Digital engagement,5,Intermediate,Build and maintain an effective online profile for career management,102
ANZSCO 6,452217,,Whitewater Rafting Guide,Initiative and innovation,7,Intermediate,Coordinate sales campaigns,110
ANZSCO 6,452217,,Whitewater Rafting Guide,Learning,5,Intermediate,"Learn a new filing system that groups documents by type, security classification, subject and date",106
ANZSCO 6,452217,,Whitewater Rafting Guide,Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey,101
ANZSCO 6,452217,,Whitewater Rafting Guide,Oral communication,7,Intermediate,Participate in a work meeting and ask appropriate follow up questions,108
ANZSCO 6,452217,,Whitewater Rafting Guide,Problem solving,5,Intermediate,Find evidence to support a history essay in a rare document,107
ANZSCO 6,452217,,Whitewater Rafting Guide,Reading,5,Intermediate,Read and interpret instructions and technical drawings in an equipment instruction manual,105
ANZSCO 6,452217,,Whitewater Rafting Guide,Teamwork,7,Intermediate,"Share knowledge, experience, information and resources with others as an integral part of work relationships",103
ANZSCO 6,452217,,Whitewater Rafting Guide,Writing,5,Intermediate,Prepare a standard operating procedures document,104
ANZSCO 6,452322,,Sports Umpire,Numeracy,4,Intermediate,Use a blood pressure machine and accurately record the results,101
ANZSCO 6,452322,,Sports Umpire,Digital engagement,4,Intermediate,"Recognise different ways to connect to the internet (e.g. Bluetooth, Wi-Fi, hotspot)",102
ANZSCO 6,452322,,Sports Umpire,Teamwork,7,Intermediate,"Share knowledge, experience, information and resources with others as an integral part of work relationships",103
ANZSCO 6,452322,,Sports Umpire,Writing,5,Intermediate,Prepare a standard operating procedures document,104
ANZSCO 6,452322,,Sports Umpire,Reading,6,Intermediate,Read a memo from management describing new personnel policies,105
ANZSCO 6,452322,,Sports Umpire,Learning,5,Intermediate,"Learn a new filing system that groups documents by type, security classification, subject and date",106
ANZSCO 6,452322,,Sports Umpire,Problem solving,5,Intermediate,Find evidence to support a history essay in a rare document,107
ANZSCO 6,452322,,Sports Umpire,Oral communication,5,Intermediate,Answer a customer’s questions about which product would work best for them,108
ANZSCO 6,452322,,Sports Umpire,Planning and organising,6,Intermediate,Plan and organise your own activities as requirements change,109
ANZSCO 6,452322,,Sports Umpire,Initiative and innovation,6,Intermediate,Find a more efficient way to produce end of month reports,110
ANZSCO 6,452414,,Lifeguard,Numeracy,1,Basic,Identify the numerical position of items on a shelf from left to right,101
ANZSCO 6,452414,,Lifeguard,Digital engagement,1,Basic,"Name and identify the purpose of familiar digital devices (e.g. mobile phone, computer, tablet)",102
ANZSCO 6,452414,,Lifeguard,Teamwork,8,High,Engage with clients from a range of backgrounds and identify options to help them meet their needs,103
ANZSCO 6,452414,,Lifeguard,Writing,5,Intermediate,Prepare a standard operating procedures document,104
ANZSCO 6,452414,,Lifeguard,Reading,5,Intermediate,Read and interpret instructions and technical drawings in an equipment instruction manual,105
ANZSCO 6,452414,,Lifeguard,Learning,5,Intermediate,"Learn a new filing system that groups documents by type, security classification, subject and date",106
ANZSCO 6,452414,,Lifeguard,Problem solving,5,Intermediate,Find evidence to support a history essay in a rare document,107
ANZSCO 6,452414,,Lifeguard,Oral communication,5,Intermediate,Answer a customer’s questions about which product would work best for them,108
ANZSCO 6,452414,,Lifeguard,Planning and organising,4,Intermediate,Schedule time for updating a manager on the progress of work,109
ANZSCO 6,452414,,Lifeguard,Initiative and innovation,6,Intermediate,Find a more efficient way to produce end of month reports,110
ANZSCO 6,511111,,Contract Administrator,Planning and organising,8,High,"Develop a program of multiple live musical performances, special events and sports carnivals throughout the year at a sports club venue and coordinate volunteers, staff and contractors to deliver the events",109
ANZSCO 6,511111,,Contract Administrator,Initiative and innovation,8,High,Negotiate a price and sales terms then prepare a contract for a house,110
ANZSCO 6,511111,,Contract Administrator,Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey,101
ANZSCO 6,511111,,Contract Administrator,Digital engagement,7,Intermediate,Write software for keeping track of items in an inventory,102
ANZSCO 6,511111,,Contract Administrator,Teamwork,6,Intermediate,Initiate team problem solving sessions,103
ANZSCO 6,511111,,Contract Administrator,Writing,7,Intermediate,Write a detailed literature review,104
ANZSCO 6,511111,,Contract Administrator,Reading,7,Intermediate,Read a book on leading and managing change in a diverse and evolving workplace.,105
ANZSCO 6,511111,,Contract Administrator,Learning,7,Intermediate,Effectively apply change management techniques while managing a diverse team,106
ANZSCO 6,511111,,Contract Administrator,Problem solving,7,Intermediate,Evaluate a construction project and recommend changes to comply with external standards and regulations,107
ANZSCO 6,511111,,Contract Administrator,Oral communication,7,Intermediate,Participate in a work meeting and ask appropriate follow up questions,108
ANZSCO 6,511112,,Program or Project Administrator,Planning and organising,9,High,Prioritise and plan multiple complex tasks several months ahead,109
ANZSCO 6,511112,,Program or Project Administrator,Initiative and innovation,8,High,Negotiate a price and sales terms then prepare a contract for a house,110
ANZSCO 6,511112,,Program or Project Administrator,Numeracy,4,Intermediate,Use a blood pressure machine and accurately record the results,101
ANZSCO 6,511112,,Program or Project Administrator,Digital engagement,6,Intermediate,"Use software on a portable device to document a building inspection by recording measurements, checking compliance and uploading photos",102
ANZSCO 6,511112,,Program or Project Administrator,Teamwork,7,Intermediate,"Share knowledge, experience, information and resources with others as an integral part of work relationships",103
ANZSCO 6,511112,,Program or Project Administrator,Writing,6,Intermediate,Write a memo to staff outlining new directives,104
ANZSCO 6,511112,,Program or Project Administrator,Reading,7,Intermediate,Read a book on leading and managing change in a diverse and evolving workplace.,105
ANZSCO 6,511112,,Program or Project Administrator,Learning,6,Intermediate,Determine the impact of new menu changes on a restaurant's purchasing requirements,106
ANZSCO 6,511112,,Program or Project Administrator,Problem solving,5,Intermediate,Find evidence to support a history essay in a rare document,107
ANZSCO 6,511112,,Program or Project Administrator,Oral communication,7,Intermediate,Participate in a work meeting and ask appropriate follow up questions,108
ANZSCO 6,512111,,Office Manager,Teamwork,8,High,Engage with clients from a range of backgrounds and identify options to help them meet their needs,103
ANZSCO 6,512111,,Office Manager,Planning and organising,8,High,"Develop a program of multiple live musical performances, special events and sports carnivals throughout the year at a sports club venue and coordinate volunteers, staff and contractors to deliver the events",109
ANZSCO 6,512111,,Office Manager,Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey,101
ANZSCO 6,512111,,Office Manager,Digital engagement,6,Intermediate,"Use software on a portable device to document a building inspection by recording measurements, checking compliance and uploading photos",102
ANZSCO 6,512111,,Office Manager,Writing,6,Intermediate,Write a memo to staff outlining new directives,104
ANZSCO 6,512111,,Office Manager,Reading,6,Intermediate,Read a memo from management describing new personnel policies,105
ANZSCO 6,512111,,Office Manager,Learning,6,Intermediate,Determine the impact of new menu changes on a restaurant's purchasing requirements,106
ANZSCO 6,512111,,Office Manager,Problem solving,6,Intermediate,Redesign a floor layout to take advantage of new manufacturing techniques,107
ANZSCO 6,512111,,Office Manager,Oral communication,7,Intermediate,Participate in a work meeting and ask appropriate follow up questions,108
ANZSCO 6,512111,,Office Manager,Initiative and innovation,7,Intermediate,Coordinate sales campaigns,110
ANZSCO 6,512211,,Health Practice Manager,Planning and organising,9,High,Prioritise and plan multiple complex tasks several months ahead,109
ANZSCO 6,512211,,Health Practice Manager,Initiative and innovation,8,High,Negotiate a price and sales terms then prepare a contract for a house,110
ANZSCO 6,512211,,Health Practice Manager,Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey,101
ANZSCO 6,512211,,Health Practice Manager,Digital engagement,7,Intermediate,Write software for keeping track of items in an inventory,102
ANZSCO 6,512211,,Health Practice Manager,Teamwork,6,Intermediate,Initiate team problem solving sessions,103
ANZSCO 6,512211,,Health Practice Manager,Writing,7,Intermediate,Write a detailed literature review,104
ANZSCO 6,512211,,Health Practice Manager,Reading,7,Intermediate,Read a book on leading and managing change in a diverse and evolving workplace.,105
ANZSCO 6,512211,,Health Practice Manager,Learning,7,Intermediate,Effectively apply change management techniques while managing a diverse team,106
ANZSCO 6,512211,,Health Practice Manager,Problem solving,6,Intermediate,Redesign a floor layout to take advantage of new manufacturing techniques,107
ANZSCO 6,512211,,Health Practice Manager,Oral communication,7,Intermediate,Participate in a work meeting and ask appropriate follow up questions,108
ANZSCO 6,521111,,Personal Assistant,Planning and organising,10,High,"Develop a dynamic plan for a complex, multi-faceted project, with timelines that include regularly reviewing priorities, interdependencies and performance during implementation, proactively identifying and managing project risks",109
ANZSCO 6,521111,,Personal Assistant,Numeracy,4,Intermediate,Use a blood pressure machine and accurately record the results,101
ANZSCO 6,521111,,Personal Assistant,Digital engagement,6,Intermediate,"Use software on a portable device to document a building inspection by recording measurements, checking compliance and uploading photos",102
ANZSCO 6,521111,,Personal Assistant,Teamwork,7,Intermediate,"Share knowledge, experience, information and resources with others as an integral part of work relationships",103
ANZSCO 6,521111,,Personal Assistant,Writing,6,Intermediate,Write a memo to staff outlining new directives,104
ANZSCO 6,521111,,Personal Assistant,Reading,7,Intermediate,Read a book on leading and managing change in a diverse and evolving workplace.,105
ANZSCO 6,521111,,Personal Assistant,Learning,5,Intermediate,"Learn a new filing system that groups documents by type, security classification, subject and date",106
ANZSCO 6,521111,,Personal Assistant,Problem solving,5,Intermediate,Find evidence to support a history essay in a rare document,107
ANZSCO 6,521111,,Personal Assistant,Oral communication,7,Intermediate,Participate in a work meeting and ask appropriate follow up questions,108
ANZSCO 6,521111,,Personal Assistant,Initiative and innovation,7,Intermediate,Coordinate sales campaigns,110
ANZSCO 6,521211,,Secretary (General),Numeracy,3,Basic,Count the amount of change to be given to a customer,101
ANZSCO 6,521211,,Secretary (General),Teamwork,8,High,Engage with clients from a range of backgrounds and identify options to help them meet their needs,103
ANZSCO 6,521211,,Secretary (General),Planning and organising,8,High,"Develop a program of multiple live musical performances, special events and sports carnivals throughout the year at a sports club venue and coordinate volunteers, staff and contractors to deliver the events",109
ANZSCO 6,521211,,Secretary (General),Digital engagement,6,Intermediate,"Use software on a portable device to document a building inspection by recording measurements, checking compliance and uploading photos",102
ANZSCO 6,521211,,Secretary (General),Writing,7,Intermediate,Write a detailed literature review,104
ANZSCO 6,521211,,Secretary (General),Reading,7,Intermediate,Read a book on leading and managing change in a diverse and evolving workplace.,105
ANZSCO 6,521211,,Secretary (General),Learning,5,Intermediate,"Learn a new filing system that groups documents by type, security classification, subject and date",106
ANZSCO 6,521211,,Secretary (General),Problem solving,5,Intermediate,Find evidence to support a history essay in a rare document,107
ANZSCO 6,521211,,Secretary (General),Oral communication,7,Intermediate,Participate in a work meeting and ask appropriate follow up questions,108
ANZSCO 6,521211,,Secretary (General),Initiative and innovation,7,Intermediate,Coordinate sales campaigns,110
ANZSCO 6,521212,,Legal Secretary,Planning and organising,9,High,Prioritise and plan multiple complex tasks several months ahead,109
ANZSCO 6,521212,,Legal Secretary,Numeracy,4,Intermediate,Use a blood pressure machine and accurately record the results,101
ANZSCO 6,521212,,Legal Secretary,Digital engagement,6,Intermediate,"Use software on a portable device to document a building inspection by recording measurements, checking compliance and uploading photos",102
ANZSCO 6,521212,,Legal Secretary,Teamwork,7,Intermediate,"Share knowledge, experience, information and resources with others as an integral part of work relationships",103
