Occupation Type,ANZSCO Code,Sub-Profile Code,ANZSCO Title,Technology Tool,Emerging/Trending,Technology Tool ID
ANZSCO 6,363312,,Wool Classer,Inventory management software,,31039
ANZSCO 6,392112,,Screen Printer,Document management and code versioning software,,31020
ANZSCO 6,392112,,Screen Printer,File storage technologies,,31028
ANZSCO 6,392112,,Screen Printer,Graphics or photo imaging software,,31033
ANZSCO 6,392211,,Graphic Pre-press Trades Worker,Document management and code versioning software,,31020
ANZSCO 6,392211,,Graphic Pre-press Trades Worker,Graphics or photo imaging software,,31033
ANZSCO 6,393212,,Clothing Patternmaker,Graphics or photo imaging software,,31033
ANZSCO 6,393213,,Dressmaker or Tailor,Social media platforms,,31063
ANZSCO 6,393311,,Upholsterer,Graphics or photo imaging software,,31033
ANZSCO 6,393311,,Upholsterer,Accounting software,,31001
ANZSCO 6,394111,,Cabinetmaker,Technical design and modelling software (2D and 3D),,31067
ANZSCO 6,394111,,Cabinetmaker,Facilities management software,,31027
ANZSCO 6,394111,,Cabinetmaker,Industrial control and automation software,,31036
ANZSCO 6,394111,,Cabinetmaker,Project management software,,31056
ANZSCO 6,394211,,Furniture Finisher,Accounting software,,31001
ANZSCO 6,394213,,Wood Machinist,Computer aided manufacturing (CAM),,31011
ANZSCO 6,394213,,Wood Machinist,Facilities management software,,31027
ANZSCO 6,394213,,Wood Machinist,Industrial control and automation software,,31036
ANZSCO 6,394213,,Wood Machinist,Project management software,,31056
ANZSCO 6,399213,,Power Generation Plant Operator,Business intelligence and decision support software,,31010
ANZSCO 6,399213,,Power Generation Plant Operator,Facilities management software,,31027
ANZSCO 6,399213,,Power Generation Plant Operator,Industrial control and automation software,,31036
ANZSCO 6,399311,,Gallery or Museum Technician,Document management and code versioning software,,31020
ANZSCO 6,399312,,Library Technician,Social media platforms,,31063
ANZSCO 6,399312,,Library Technician,Business intelligence and decision support software,,31010
ANZSCO 6,399312,,Library Technician,Document management and code versioning software,,31020
ANZSCO 6,399312,,Library Technician,Library management systems,,31040
ANZSCO 6,399411,,Jeweller,Accounting software,,31001
ANZSCO 6,399511,,Broadcast Transmitter Operator,Graphics or photo imaging software,,31033
ANZSCO 6,399511,,Broadcast Transmitter Operator,Video creation and editing software,,31068
ANZSCO 6,399512,,"Camera Operator (Film, Television or Video)",Graphics or photo imaging software,,31033
ANZSCO 6,399512,,"Camera Operator (Film, Television or Video)",Video creation and editing software,,31068
ANZSCO 6,399512,,"Camera Operator (Film, Television or Video)",Social media platforms,Trending,31063
ANZSCO 6,399512,,"Camera Operator (Film, Television or Video)",Document management and code versioning software,,31020
ANZSCO 6,399512,,"Camera Operator (Film, Television or Video)",Music or sound editing software,Emerging,31047
ANZSCO 6,399514,,Make Up Artist,Social media platforms,,31063
ANZSCO 6,399514,,Make Up Artist,Accounting software,,31001
ANZSCO 6,399515,,Musical Instrument Maker or Repairer,Statistical and data analysis software,,31066
ANZSCO 6,399516,,Sound Technician,Music or sound editing software,,31047
ANZSCO 6,399516,,Sound Technician,Graphics or photo imaging software,,31033
ANZSCO 6,399516,,Sound Technician,Video creation and editing software,,31068
ANZSCO 6,399516,,Sound Technician,Sound and audio hardware,,31065
ANZSCO 6,399516,,Sound Technician,Technical design and modelling software (2D and 3D),,31067
ANZSCO 6,399611,,Signwriter,"Materials requirements planning, logistics and supply chain software",,31042
ANZSCO 6,399911,,Diver,Business intelligence and decision support software,,31010
ANZSCO 6,399911,,Diver,Statistical and data analysis software,,31066
ANZSCO 6,399912,,Interior Decorator,Document management and code versioning software,,31020
ANZSCO 6,399912,,Interior Decorator,Graphics or photo imaging software,,31033
ANZSCO 6,399912,,Interior Decorator,Project management software,,31056
ANZSCO 6,399912,,Interior Decorator,Technical design and modelling software (2D and 3D),,31067
ANZSCO 6,399912,,Interior Decorator,Video creation and editing software,,31068
ANZSCO 6,399913,,Optical Dispenser / Dispensing Optician,Accounting software,,31001
ANZSCO 6,399913,,Optical Dispenser / Dispensing Optician,Point of sale (POS) and EFTPOS systems,,31054
ANZSCO 6,399914,,Optical Mechanic,Industrial control and automation software,,31036
ANZSCO 6,399915,,Photographer's Assistant,Business intelligence and decision support software,,31010
ANZSCO 6,399915,,Photographer's Assistant,Document management and code versioning software,,31020
ANZSCO 6,399915,,Photographer's Assistant,Graphics or photo imaging software,,31033
ANZSCO 6,399915,,Photographer's Assistant,Social media platforms,,31063
ANZSCO 6,399915,,Photographer's Assistant,Video creation and editing software,,31068
ANZSCO 6,399916,,Plastics Technician,Industrial control and automation software,,31036
ANZSCO 6,399916,,Plastics Technician,Technical design and modelling software (2D and 3D),,31067
ANZSCO 6,399918,,Fire Protection Equipment Technician,Statistical and data analysis software,,31066
ANZSCO 6,399918,,Fire Protection Equipment Technician,Technical design and modelling software (2D and 3D),,31067
ANZSCO 6,411111,,Ambulance Officer,GPS and navigation technologies,,31032
ANZSCO 6,411111,,Ambulance Officer,"Medical examination, measurement, and monitoring devices",,31043
ANZSCO 6,411111,,Ambulance Officer,Medical treatment devices,,31046
ANZSCO 6,411111,,Ambulance Officer,Patient management systems and electronic health records,,31052
ANZSCO 6,411111,,Ambulance Officer,Radio frequency transmitters or receivers,,31059
ANZSCO 6,411112,,Intensive Care Ambulance Paramedic,GPS and navigation technologies,,31032
ANZSCO 6,411112,,Intensive Care Ambulance Paramedic,"Medical examination, measurement, and monitoring devices",,31043
ANZSCO 6,411112,,Intensive Care Ambulance Paramedic,Medical treatment devices,,31046
ANZSCO 6,411112,,Intensive Care Ambulance Paramedic,Patient management systems and electronic health records,,31052
ANZSCO 6,411112,,Intensive Care Ambulance Paramedic,Radio frequency transmitters or receivers,,31059
ANZSCO 6,411213,,Dental Technician,Accounting software,,31001
ANZSCO 6,411213,,Dental Technician,Graphics or photo imaging software,,31033
ANZSCO 6,411213,,Dental Technician,Technical design and modelling software (2D and 3D),Emerging,31067
ANZSCO 6,411311,,Diversional Therapist,Music or sound editing software,,31047
ANZSCO 6,411311,,Diversional Therapist,Patient management systems and electronic health records,,31052
ANZSCO 6,411411,,Enrolled Nurse,Business intelligence and decision support software,,31010
ANZSCO 6,411411,,Enrolled Nurse,Patient management systems and electronic health records,,31052
ANZSCO 6,411411,,Enrolled Nurse,Project management software,,31056
ANZSCO 6,411411,,Enrolled Nurse,"Medical examination, measurement, and monitoring devices",,31043
ANZSCO 6,411411,,Enrolled Nurse,Medical treatment devices,,31046
ANZSCO 6,411412,,Mothercraft Nurse,Business intelligence and decision support software,,31010
ANZSCO 6,411412,,Mothercraft Nurse,Patient management systems and electronic health records,,31052
ANZSCO 6,411412,,Mothercraft Nurse,Project management software,,31056
ANZSCO 6,411412,,Mothercraft Nurse,"Medical examination, measurement, and monitoring devices",,31043
ANZSCO 6,411412,,Mothercraft Nurse,Medical treatment devices,,31046
ANZSCO 6,411511,,Aboriginal and Torres Strait Islander Health Worker,Business intelligence and decision support software,,31010
ANZSCO 6,411511,,Aboriginal and Torres Strait Islander Health Worker,Patient management systems and electronic health records,,31052
ANZSCO 6,411511,,Aboriginal and Torres Strait Islander Health Worker,Social media platforms,,31063
ANZSCO 6,411611,,Massage Therapist,Social media platforms,,31063
